branch_office,month_tz,day_tz,hour_tz,tiempodeses,prediccion
1,11,6,12,30,FALSE
1,11,15,7,45,FALSE
3,11,9,10,7132,TRUE
2,11,9,8,645,TRUE
1,11,1,15,6428,TRUE
1,11,9,11,602,TRUE
1,11,6,17,38,FALSE
3,11,16,5,0,FALSE
3,11,4,22,0,FALSE
3,11,9,19,0,FALSE
3,11,27,15,0,FALSE
1,11,4,13,34,FALSE
1,11,13,13,0,FALSE
3,11,4,15,10348,TRUE
1,11,1,21,0,FALSE
3,11,16,19,164,TRUE
3,11,11,14,0,FALSE
1,10,31,17,52,FALSE
1,11,9,19,0,FALSE
1,11,16,18,0,FALSE
1,11,5,19,0,FALSE
1,11,10,10,141,TRUE
2,11,16,14,0,FALSE
3,11,13,15,0,FALSE
3,11,29,16,0,FALSE
1,11,8,16,0,FALSE
3,11,17,15,0,FALSE
3,11,30,8,0,FALSE
1,10,31,22,0,FALSE
1,11,16,10,0,FALSE
3,11,30,10,0,FALSE
3,11,16,8,3977,TRUE
3,11,10,12,499,TRUE
1,11,3,10,866,TRUE
1,11,1,12,77,TRUE
1,11,14,15,13127,TRUE
1,11,6,16,307,TRUE
3,11,2,22,0,FALSE
3,11,10,17,0,FALSE
3,11,6,11,0,FALSE
1,11,7,13,5760,TRUE
1,11,23,14,825,TRUE
3,11,15,19,0,FALSE
1,10,31,14,28183,TRUE
2,11,24,9,5175,TRUE
1,11,7,17,0,FALSE
1,10,29,0,0,FALSE
1,11,30,16,139,TRUE
3,11,12,20,26,FALSE
3,11,8,19,0,FALSE
3,11,8,21,117,TRUE
1,10,29,12,0,FALSE
1,11,9,16,0,FALSE
1,11,3,17,136,TRUE
1,11,5,15,1048,TRUE
3,11,2,16,0,FALSE
1,10,30,11,93,TRUE
3,11,24,6,0,FALSE
3,11,23,17,0,FALSE
1,11,11,16,5016,TRUE
3,11,13,8,260,TRUE
1,11,30,16,0,FALSE
3,11,7,21,0,FALSE
3,11,29,8,47056,TRUE
1,11,15,10,0,FALSE
1,11,12,19,524,TRUE
1,11,9,10,0,FALSE
3,11,14,20,13079,TRUE
1,10,25,7,27793,TRUE
3,11,29,10,0,FALSE
3,11,15,16,28915,TRUE
1,11,3,11,2699,TRUE
1,11,6,6,84,FALSE
1,11,6,11,509,TRUE
3,11,16,9,76,FALSE
1,11,15,16,633,TRUE
2,11,12,11,47,FALSE
3,11,12,22,0,FALSE
2,11,10,12,216,TRUE
1,11,4,21,4343,TRUE
1,11,15,22,5,FALSE
1,10,28,11,0,FALSE
3,11,13,19,0,FALSE
1,11,6,12,7230,TRUE
1,10,31,15,1083,TRUE
2,11,3,19,0,FALSE
1,10,28,10,0,FALSE
1,11,3,12,938,TRUE
1,11,1,22,244,TRUE
2,11,12,2,0,FALSE
3,11,16,8,0,FALSE
1,11,16,11,0,FALSE
3,11,8,8,0,FALSE
3,11,4,20,17624,TRUE
1,11,24,15,0,FALSE
3,11,16,14,0,FALSE
3,11,14,12,9,FALSE
1,11,3,11,0,FALSE
3,11,10,13,0,FALSE
1,11,9,14,40,FALSE
3,11,27,15,28,FALSE
3,11,4,19,1784,TRUE
3,11,29,13,0,FALSE
2,11,5,18,0,FALSE
3,11,7,5,0,FALSE
1,11,16,5,35021,TRUE
3,11,16,5,0,FALSE
1,11,2,22,0,FALSE
3,11,15,22,0,FALSE
3,11,3,19,0,FALSE
1,11,16,18,0,FALSE
1,11,7,19,0,FALSE
1,11,10,8,0,FALSE
3,11,3,6,0,FALSE
1,11,15,6,35,FALSE
3,11,10,13,229,TRUE
3,11,29,18,243,TRUE
1,11,12,23,0,FALSE
3,11,10,13,0,FALSE
3,11,3,9,1120,TRUE
3,11,4,12,0,FALSE
3,11,15,18,0,FALSE
1,11,27,17,0,FALSE
1,11,1,11,28,FALSE
2,11,3,14,1303,TRUE
3,11,8,12,12026,TRUE
1,11,3,15,0,FALSE
1,11,24,16,0,FALSE
1,11,2,12,1924,TRUE
1,11,2,13,0,FALSE
3,11,14,7,0,FALSE
1,11,29,9,0,FALSE
1,11,1,22,813,TRUE
3,11,28,22,0,FALSE
1,10,27,20,4977,TRUE
1,10,30,2,0,FALSE
3,11,15,10,1346,TRUE
1,11,3,9,45,FALSE
1,11,19,16,0,FALSE
3,11,17,7,0,FALSE
1,11,5,22,0,FALSE
1,10,30,22,481,TRUE
2,11,6,17,227,TRUE
3,11,13,17,4720,TRUE
1,11,11,20,0,FALSE
1,11,1,14,64427,TRUE
1,11,11,14,24,FALSE
1,10,29,17,29413,TRUE
3,11,14,14,0,FALSE
3,11,15,6,0,FALSE
3,11,7,14,0,FALSE
3,11,8,12,0,FALSE
3,11,14,8,0,FALSE
3,11,19,17,0,FALSE
1,11,14,12,34,FALSE
3,11,7,19,0,FALSE
3,11,30,17,0,FALSE
1,11,10,16,128,TRUE
1,11,5,10,495,TRUE
1,11,13,16,0,FALSE
1,11,29,4,6,FALSE
1,10,28,15,0,FALSE
1,11,3,23,0,FALSE
2,11,4,14,0,FALSE
1,10,29,12,0,FALSE
1,11,4,10,0,FALSE
3,11,8,20,1372,TRUE
3,11,4,15,0,FALSE
3,11,17,7,0,FALSE
1,11,8,21,0,FALSE
2,11,4,15,5323,TRUE
1,11,15,9,0,FALSE
1,10,26,23,18220,TRUE
1,10,31,14,18,FALSE
1,11,3,13,120,TRUE
1,11,2,5,0,FALSE
1,11,28,19,40,FALSE
2,11,10,7,9015,TRUE
1,10,30,22,0,FALSE
3,11,2,21,0,FALSE
3,11,6,9,0,FALSE
1,10,29,6,15,FALSE
3,11,30,15,0,FALSE
1,10,29,12,12405,TRUE
2,11,8,21,11355,TRUE
2,11,7,19,0,FALSE
2,11,5,18,3079,TRUE
3,11,14,13,0,FALSE
3,11,10,10,45,FALSE
1,11,6,10,0,FALSE
3,11,7,17,0,FALSE
3,11,15,7,0,FALSE
1,11,3,9,0,FALSE
1,10,28,2,114,TRUE
1,11,8,9,23,FALSE
3,11,14,7,0,FALSE
3,11,16,14,2364,TRUE
3,11,15,16,0,FALSE
3,11,9,7,0,FALSE
1,10,30,15,0,FALSE
3,11,14,15,0,FALSE
1,11,30,14,0,FALSE
1,11,2,13,161,TRUE
1,11,2,17,0,FALSE
3,11,13,7,0,FALSE
1,11,14,15,0,FALSE
1,10,26,9,45846,TRUE
1,11,11,15,0,FALSE
1,11,4,12,0,FALSE
1,11,29,21,38551,TRUE
1,11,14,16,0,FALSE
1,11,2,12,1353,TRUE
3,11,6,16,0,FALSE
1,11,12,15,0,FALSE
3,11,28,18,0,FALSE
1,11,16,5,23403,TRUE
3,11,30,5,0,FALSE
3,11,5,6,0,FALSE
3,11,10,10,0,FALSE
1,11,2,8,0,FALSE
3,11,3,9,0,FALSE
1,11,16,6,33,FALSE
3,11,19,14,0,FALSE
1,11,27,23,0,FALSE
3,11,8,8,16,FALSE
1,11,3,8,0,FALSE
3,11,9,7,2399,TRUE
3,11,15,14,26,FALSE
3,11,3,20,9184,TRUE
1,10,31,7,0,FALSE
1,11,16,14,29483,TRUE
3,11,14,7,0,FALSE
3,11,10,12,15518,TRUE
3,11,8,5,164,TRUE
1,11,1,14,0,FALSE
1,11,3,9,0,FALSE
2,11,15,16,1556,TRUE
3,11,23,15,0,FALSE
3,11,8,20,14,FALSE
3,11,4,9,0,FALSE
1,11,1,17,0,FALSE
3,11,15,16,0,FALSE
3,11,10,9,0,FALSE
3,11,4,16,0,FALSE
2,11,9,17,1645,TRUE
1,11,15,14,0,FALSE
3,11,29,17,0,FALSE
3,11,12,10,0,FALSE
1,10,31,16,0,FALSE
1,11,15,14,0,FALSE
1,11,9,10,4413,TRUE
1,11,1,6,0,FALSE
3,11,7,8,23,FALSE
1,11,8,19,199,TRUE
3,11,5,17,0,FALSE
1,11,4,19,21844,TRUE
1,11,29,13,317,TRUE
1,11,12,13,0,FALSE
3,11,9,6,0,FALSE
1,11,24,8,24748,TRUE
1,11,3,13,64443,TRUE
3,11,27,13,0,FALSE
2,11,29,14,0,FALSE
1,10,28,19,18145,TRUE
3,11,9,7,0,FALSE
1,11,9,10,0,FALSE
2,11,8,15,13970,TRUE
2,11,28,15,0,FALSE
3,11,12,17,2,FALSE
1,11,14,19,2334,TRUE
3,11,14,16,0,FALSE
2,11,27,15,0,FALSE
3,11,14,7,0,FALSE
3,11,15,20,0,FALSE
1,11,16,18,0,FALSE
1,11,1,7,0,FALSE
1,11,4,9,3220,TRUE
3,11,12,18,48,FALSE
1,10,26,15,0,FALSE
1,10,28,0,0,FALSE
1,11,14,17,8128,TRUE
3,11,27,17,1627,TRUE
2,11,13,5,41,FALSE
1,11,9,8,0,FALSE
1,11,7,12,60,FALSE
3,11,7,10,21819,TRUE
1,11,15,16,62488,TRUE
3,11,3,8,0,FALSE
1,11,12,21,473,TRUE
3,11,2,17,0,FALSE
2,11,10,15,0,FALSE
3,11,30,16,0,FALSE
3,11,29,18,0,FALSE
3,11,30,7,0,FALSE
2,11,29,23,0,FALSE
2,11,12,17,0,FALSE
2,11,5,19,43,TRUE
1,11,15,23,38886,TRUE
3,11,29,15,0,FALSE
1,11,24,16,1363,TRUE
3,11,30,13,0,FALSE
3,11,10,13,0,FALSE
3,11,8,22,0,FALSE
3,11,3,17,0,FALSE
1,11,29,17,15,FALSE
1,11,10,7,0,FALSE
3,11,9,7,0,FALSE
3,11,8,5,0,FALSE
3,11,12,15,0,FALSE
3,11,2,6,0,FALSE
1,10,25,19,0,FALSE
2,11,16,17,0,FALSE
1,11,4,15,0,FALSE
3,11,14,11,0,FALSE
1,11,3,12,8376,TRUE
1,10,25,8,0,FALSE
2,11,13,3,92,TRUE
1,10,27,9,305,TRUE
3,11,3,6,0,FALSE
1,10,29,15,0,FALSE
3,11,14,14,1102,TRUE
2,11,10,8,144,TRUE
1,10,28,15,0,FALSE
1,11,29,19,0,FALSE
3,11,23,16,1927,TRUE
3,11,29,11,0,FALSE
3,11,30,8,0,FALSE
1,11,28,20,8585,TRUE
1,11,15,10,31416,TRUE
3,11,17,10,0,FALSE
1,11,4,21,1033,TRUE
3,11,16,19,792,TRUE
1,10,28,6,0,FALSE
1,11,27,19,0,FALSE
1,11,30,1,0,FALSE
3,11,23,18,39,FALSE
1,11,12,20,0,FALSE
2,11,14,20,2679,TRUE
3,11,12,15,0,FALSE
1,11,19,13,1051,TRUE
1,11,16,15,0,FALSE
3,11,19,16,842,TRUE
1,11,29,10,0,FALSE
1,11,5,15,0,FALSE
1,11,3,19,74,TRUE
2,11,13,9,0,FALSE
3,11,12,17,0,FALSE
1,11,29,2,33504,TRUE
3,11,15,15,29,FALSE
1,10,29,16,68015,TRUE
2,11,24,12,0,FALSE
1,11,8,17,0,FALSE
1,11,4,9,0,FALSE
3,11,4,20,9053,TRUE
1,11,11,13,10597,TRUE
3,11,15,10,8959,TRUE
1,11,9,16,30392,TRUE
3,11,29,7,0,FALSE
1,10,30,20,0,FALSE
2,11,8,11,19,FALSE
3,11,27,16,0,FALSE
3,11,5,12,0,FALSE
1,11,6,5,64420,TRUE
3,11,7,6,0,FALSE
1,11,10,14,0,FALSE
1,11,10,14,107,TRUE
1,11,16,15,1709,TRUE
3,11,10,13,186,TRUE
1,11,12,10,1252,TRUE
3,11,29,12,807,TRUE
3,11,16,21,4938,TRUE
3,11,6,8,0,FALSE
1,11,4,13,4102,TRUE
2,11,12,19,2966,TRUE
3,11,24,4,0,FALSE
3,11,29,3,25802,TRUE
1,11,1,9,0,FALSE
3,11,15,19,0,FALSE
1,10,26,21,0,FALSE
1,11,17,12,13,FALSE
1,11,27,22,18900,TRUE
3,11,30,13,0,FALSE
3,11,3,9,331,TRUE
2,11,28,15,5919,TRUE
1,11,24,14,0,FALSE
3,11,2,20,2455,TRUE
2,11,16,17,1319,TRUE
1,11,3,19,0,FALSE
1,11,12,18,0,FALSE
2,11,29,12,1213,TRUE
3,11,17,9,0,FALSE
3,11,28,22,0,FALSE
3,11,13,19,230,TRUE
1,11,5,0,0,FALSE
1,10,24,23,0,FALSE
2,11,6,15,31200,TRUE
1,11,15,6,194,TRUE
1,11,13,16,0,FALSE
1,11,8,18,0,FALSE
1,11,3,13,0,FALSE
1,10,29,16,32,FALSE
3,11,19,14,0,FALSE
1,11,8,7,0,FALSE
2,11,15,21,0,FALSE
3,11,9,21,0,FALSE
3,11,10,16,0,FALSE
1,11,7,12,0,FALSE
1,11,13,15,0,FALSE
3,11,9,11,10315,TRUE
3,11,19,13,0,FALSE
3,11,6,13,11221,TRUE
3,11,2,17,18767,TRUE
3,11,12,18,39,FALSE
1,11,7,20,0,FALSE
3,11,7,5,0,FALSE
1,10,28,16,0,FALSE
3,11,28,16,0,FALSE
1,11,14,21,235,TRUE
3,11,14,7,0,FALSE
3,11,10,7,25547,TRUE
1,10,29,23,2239,TRUE
3,11,29,8,0,FALSE
3,11,14,19,0,FALSE
1,11,9,20,30,FALSE
1,11,17,11,0,FALSE
2,11,16,22,2855,TRUE
1,11,16,18,4135,TRUE
3,11,24,8,0,FALSE
1,11,2,11,0,FALSE
3,11,28,9,0,FALSE
3,11,29,18,111,TRUE
1,11,3,4,64443,TRUE
1,11,5,13,29085,TRUE
1,11,29,16,46,TRUE
1,11,29,19,0,FALSE
2,11,29,9,0,FALSE
3,11,15,8,0,FALSE
1,11,29,22,0,FALSE
1,11,2,21,21,FALSE
3,11,27,13,0,FALSE
3,11,7,11,0,FALSE
1,10,29,9,0,FALSE
1,11,3,14,0,FALSE
3,11,4,8,0,FALSE
3,11,2,20,41,FALSE
1,11,27,20,10661,TRUE
3,11,14,22,12588,TRUE
1,11,17,10,0,FALSE
1,11,12,6,34381,TRUE
2,11,4,14,381,TRUE
3,11,30,10,0,FALSE
1,10,26,8,45846,TRUE
2,11,23,17,360,TRUE
3,11,30,11,0,FALSE
1,11,6,6,0,FALSE
1,10,31,16,0,FALSE
3,11,10,5,0,FALSE
3,11,30,15,0,FALSE
1,11,14,13,243,TRUE
3,11,16,17,0,FALSE
3,11,9,9,0,FALSE
1,10,28,14,19,FALSE
2,11,10,10,29079,TRUE
2,11,29,8,3928,TRUE
1,11,13,19,92,TRUE
2,11,15,18,0,FALSE
1,11,28,11,0,FALSE
3,11,7,6,0,FALSE
2,11,29,20,86,TRUE
3,11,4,19,0,FALSE
3,11,14,17,0,FALSE
3,11,6,18,1317,TRUE
1,10,31,7,2652,TRUE
3,11,2,12,0,FALSE
1,11,14,8,348,TRUE
1,11,8,16,1768,TRUE
3,11,2,12,4156,TRUE
3,11,9,18,0,FALSE
1,10,29,21,1345,TRUE
1,11,24,2,0,FALSE
3,11,9,15,0,FALSE
3,11,16,15,22895,TRUE
3,11,17,7,0,FALSE
3,11,10,5,0,FALSE
3,11,12,17,1708,TRUE
1,11,16,17,0,FALSE
3,11,14,5,0,FALSE
3,11,5,9,0,FALSE
2,11,29,10,262,TRUE
3,11,8,17,0,FALSE
1,11,12,13,54,FALSE
1,10,28,11,0,FALSE
3,11,15,15,2082,TRUE
1,11,13,8,0,FALSE
1,11,16,18,0,FALSE
1,11,9,16,0,FALSE
3,11,12,13,1479,TRUE
1,11,1,15,0,FALSE
1,11,29,9,60,FALSE
3,11,11,21,0,FALSE
2,11,19,18,5792,TRUE
1,11,14,14,0,FALSE
1,11,19,13,8,FALSE
3,11,9,8,0,FALSE
1,11,17,12,1272,TRUE
1,11,6,10,0,FALSE
1,11,9,2,1622,TRUE
1,11,14,9,1954,TRUE
3,11,5,8,192,TRUE
1,11,24,10,2361,TRUE
3,11,15,17,0,FALSE
3,11,7,12,0,FALSE
2,11,5,18,1501,TRUE
3,11,9,18,0,FALSE
1,11,30,15,279,TRUE
1,11,29,17,0,FALSE
1,11,14,22,44,FALSE
3,11,9,12,0,FALSE
2,11,6,13,0,FALSE
3,11,28,6,0,FALSE
3,11,9,22,0,FALSE
3,11,15,13,0,FALSE
3,11,8,17,507,TRUE
1,11,24,8,0,FALSE
3,11,14,7,34540,TRUE
3,11,2,22,0,FALSE
1,10,30,0,720,TRUE
2,11,8,6,114,TRUE
2,11,15,7,23362,TRUE
3,11,29,21,0,FALSE
1,11,3,9,993,TRUE
1,10,28,10,50,FALSE
3,11,30,10,0,FALSE
1,11,19,18,0,FALSE
1,11,9,19,0,FALSE
3,11,4,20,9167,TRUE
1,11,15,14,0,FALSE
1,11,16,19,0,FALSE
3,11,2,12,0,FALSE
3,11,13,9,0,FALSE
1,11,5,18,0,FALSE
3,11,14,18,0,FALSE
3,11,12,22,0,FALSE
3,11,14,16,0,FALSE
1,10,27,23,465,TRUE
3,11,24,3,0,FALSE
1,11,27,22,0,FALSE
1,11,9,0,0,FALSE
1,10,25,23,0,FALSE
1,10,30,4,241,TRUE
1,11,12,14,0,FALSE
3,11,12,10,0,FALSE
2,11,9,9,0,FALSE
2,11,5,14,0,FALSE
3,11,10,13,4986,TRUE
1,11,17,3,23,FALSE
2,11,28,0,5518,TRUE
1,11,6,0,14702,TRUE
3,11,9,22,0,FALSE
1,11,27,20,34,FALSE
1,11,2,16,0,FALSE
3,11,29,19,0,FALSE
3,11,3,4,0,FALSE
1,11,3,13,11,FALSE
2,11,23,20,0,FALSE
1,11,4,11,16,FALSE
1,11,10,15,30,FALSE
2,11,28,10,270,TRUE
2,11,15,23,0,FALSE
1,10,27,16,132,TRUE
1,11,30,14,0,FALSE
3,11,10,7,0,FALSE
3,11,29,21,0,FALSE
3,11,4,7,0,FALSE
1,11,4,4,623,TRUE
1,11,2,13,0,FALSE
1,10,28,13,0,FALSE
1,11,19,15,0,FALSE
1,11,8,17,87,TRUE
2,11,3,18,0,FALSE
1,11,14,17,0,FALSE
1,11,7,20,1313,TRUE
3,11,24,12,0,FALSE
3,11,9,17,0,FALSE
3,11,9,7,353,TRUE
2,11,6,11,0,FALSE
1,11,9,8,0,FALSE
1,10,28,13,20,FALSE
3,11,14,8,0,FALSE
3,11,28,9,0,FALSE
1,11,15,11,0,FALSE
3,11,30,8,0,FALSE
1,11,23,20,0,FALSE
1,11,24,6,0,FALSE
3,11,3,9,0,FALSE
1,11,30,14,3461,TRUE
1,11,14,8,121,TRUE
1,11,24,8,0,FALSE
3,11,30,14,0,FALSE
1,11,2,11,3428,TRUE
3,11,27,19,0,FALSE
1,10,27,17,91,TRUE
2,11,5,7,0,FALSE
1,10,26,10,3681,TRUE
1,11,13,10,0,FALSE
1,11,13,10,0,FALSE
3,11,8,6,0,FALSE
3,11,16,12,17,FALSE
1,11,3,7,0,FALSE
3,11,10,12,0,FALSE
1,10,28,9,58,FALSE
2,11,9,1,58,FALSE
2,11,4,4,21348,TRUE
1,11,19,18,141,TRUE
1,11,8,12,0,FALSE
3,11,7,20,34,FALSE
2,11,16,14,5336,TRUE
1,11,7,10,724,TRUE
2,11,4,18,18198,TRUE
1,11,9,18,0,FALSE
3,11,10,10,0,FALSE
1,11,7,15,0,FALSE
2,11,12,13,30337,TRUE
1,11,10,0,0,FALSE
1,10,28,15,0,FALSE
1,11,7,21,0,FALSE
2,11,4,23,6125,TRUE
3,11,9,12,0,FALSE
3,11,16,11,3731,TRUE
3,11,29,19,632,TRUE
1,11,4,16,0,FALSE
1,11,15,9,0,FALSE
3,11,13,21,0,FALSE
1,11,12,14,0,FALSE
3,11,3,9,0,FALSE
1,10,27,20,0,FALSE
1,10,29,8,1,FALSE
1,11,15,10,88,TRUE
1,11,7,12,371,TRUE
1,11,9,11,0,FALSE
3,11,30,7,0,FALSE
1,11,19,14,0,FALSE
1,10,29,13,0,FALSE
3,11,17,7,9,FALSE
1,10,28,17,0,FALSE
3,11,15,14,0,FALSE
1,11,29,18,0,FALSE
2,11,8,15,4152,TRUE
3,11,8,22,0,FALSE
3,11,4,18,0,FALSE
1,11,8,11,0,FALSE
3,11,2,19,0,FALSE
3,11,11,16,0,FALSE
1,11,5,10,0,FALSE
2,11,4,16,6733,TRUE
1,11,16,16,0,FALSE
1,11,14,17,0,FALSE
2,11,12,16,5940,TRUE
1,11,14,6,0,FALSE
3,11,28,19,0,FALSE
1,10,31,8,0,FALSE
1,10,31,8,0,FALSE
3,11,3,19,0,FALSE
2,11,23,22,0,FALSE
1,11,12,15,141,TRUE
2,11,8,18,0,FALSE
2,11,13,14,0,FALSE
1,11,8,15,0,FALSE
1,11,2,14,0,FALSE
3,11,7,19,0,FALSE
3,11,30,16,7201,TRUE
1,11,15,20,38784,TRUE
3,11,28,9,8877,TRUE
1,11,24,11,0,FALSE
1,10,25,12,0,FALSE
3,11,30,8,701,TRUE
3,11,3,15,2046,TRUE
1,11,8,18,0,FALSE
1,10,31,16,141,TRUE
1,11,7,0,64431,TRUE
3,11,12,16,2200,TRUE
1,11,24,15,0,FALSE
1,11,3,12,0,FALSE
1,10,30,17,0,FALSE
1,11,30,13,0,FALSE
3,11,9,18,0,FALSE
2,11,14,19,0,FALSE
3,11,17,8,0,FALSE
1,10,28,23,0,FALSE
1,11,9,15,0,FALSE
1,11,14,11,375,TRUE
3,11,7,7,0,FALSE
1,11,11,13,3090,TRUE
1,11,3,10,654,TRUE
3,11,17,11,0,FALSE
2,11,11,16,4918,TRUE
3,11,29,14,0,FALSE
2,11,2,9,0,FALSE
2,11,16,6,0,FALSE
1,10,28,14,0,FALSE
1,11,7,18,111,TRUE
1,11,8,19,1101,TRUE
1,10,30,16,0,FALSE
3,11,15,15,4069,TRUE
3,11,14,12,1537,TRUE
1,10,29,12,4,FALSE
1,11,5,14,14501,TRUE
3,11,8,17,0,FALSE
3,11,3,15,5993,TRUE
1,11,2,19,0,FALSE
1,11,5,23,0,FALSE
1,11,12,7,0,FALSE
1,11,15,14,1328,TRUE
1,11,14,11,80,TRUE
1,11,3,15,0,FALSE
3,11,14,14,0,FALSE
1,11,15,1,0,FALSE
2,11,12,19,17632,TRUE
1,10,26,18,0,FALSE
2,11,3,13,27082,TRUE
1,11,29,8,0,FALSE
3,11,8,7,0,FALSE
3,11,7,16,0,FALSE
1,11,24,10,1582,TRUE
1,11,16,9,0,FALSE
1,10,30,16,57,FALSE
1,10,28,15,109,TRUE
1,11,10,15,0,FALSE
2,11,11,15,2432,TRUE
1,11,11,17,385,TRUE
1,11,9,7,0,FALSE
1,10,26,9,3657,TRUE
1,10,28,9,0,FALSE
1,11,15,20,48,TRUE
1,11,6,0,62,FALSE
1,11,1,9,57,FALSE
2,11,16,20,3179,TRUE
3,11,30,10,1787,TRUE
3,11,12,23,0,FALSE
1,11,10,10,0,FALSE
1,11,8,15,0,FALSE
1,11,23,16,0,FALSE
1,11,3,17,0,FALSE
1,11,8,21,916,TRUE
1,11,1,15,0,FALSE
1,10,31,19,0,FALSE
3,11,29,8,0,FALSE
1,11,5,12,0,FALSE
1,11,2,10,273,TRUE
1,10,26,20,0,FALSE
1,11,5,13,0,FALSE
3,11,3,11,0,FALSE
1,11,11,20,0,FALSE
3,11,28,22,0,FALSE
1,11,28,13,0,FALSE
3,11,5,19,4,FALSE
1,11,30,6,3933,TRUE
1,11,8,16,0,FALSE
1,11,13,8,173,TRUE
3,11,12,21,6903,TRUE
1,11,7,15,0,FALSE
1,11,1,0,0,FALSE
3,11,17,11,0,FALSE
1,11,2,17,848,TRUE
3,11,15,15,0,FALSE
3,11,28,18,1104,TRUE
3,11,29,13,0,FALSE
1,11,7,15,1734,TRUE
1,10,27,8,76,FALSE
1,11,14,16,0,FALSE
1,11,2,20,0,FALSE
1,11,3,9,0,FALSE
1,10,31,10,0,FALSE
3,11,29,8,0,FALSE
1,11,8,13,0,FALSE
1,11,3,16,24,FALSE
1,11,30,9,0,FALSE
1,11,5,18,414,TRUE
3,11,15,18,0,FALSE
1,11,5,17,14247,TRUE
3,11,24,6,0,FALSE
1,11,8,9,0,FALSE
2,11,7,13,0,FALSE
3,11,11,16,1732,TRUE
3,11,7,8,0,FALSE
1,11,7,16,0,FALSE
1,11,7,22,0,FALSE
1,11,4,14,0,FALSE
1,11,16,15,9,FALSE
3,11,16,10,872,TRUE
3,11,16,16,0,FALSE
2,11,14,10,0,FALSE
1,11,7,9,0,FALSE
3,11,13,15,0,FALSE
2,11,10,10,163,TRUE
1,11,10,14,0,FALSE
1,10,31,15,50,FALSE
1,10,28,9,5329,TRUE
3,11,30,9,0,FALSE
3,11,5,8,0,FALSE
3,11,12,7,0,FALSE
1,11,13,10,0,FALSE
3,11,29,21,0,FALSE
1,11,8,22,0,FALSE
3,11,13,16,0,FALSE
1,11,23,16,5028,TRUE
1,11,14,10,27747,TRUE
2,11,11,21,0,FALSE
3,11,15,12,0,FALSE
3,11,29,7,0,FALSE
3,11,14,12,261,TRUE
3,11,9,19,0,FALSE
2,11,27,18,27,FALSE
3,11,13,12,197,TRUE
1,10,31,16,5176,TRUE
3,11,10,13,0,FALSE
1,11,3,18,0,FALSE
2,11,10,14,174,TRUE
3,11,8,20,175,TRUE
3,11,19,14,11099,TRUE
3,11,16,9,0,FALSE
3,11,14,16,0,FALSE
1,11,5,17,0,FALSE
1,11,1,9,0,FALSE
3,11,6,19,0,FALSE
3,11,12,21,9077,TRUE
1,11,10,17,3987,TRUE
3,11,5,16,2924,TRUE
1,11,2,14,0,FALSE
2,11,9,13,21813,TRUE
3,11,30,7,0,FALSE
3,11,10,14,0,FALSE
2,11,9,12,0,FALSE
3,11,2,5,0,FALSE
1,11,15,7,241,TRUE
3,11,4,0,0,FALSE
1,11,9,18,0,FALSE
3,11,28,12,81,FALSE
3,11,2,9,23369,TRUE
2,11,5,15,181,TRUE
3,11,28,22,335,TRUE
1,10,26,17,2424,TRUE
1,10,31,12,0,FALSE
1,11,2,17,779,TRUE
1,11,27,19,787,TRUE
1,11,6,0,107,TRUE
1,11,15,18,0,FALSE
3,11,29,14,0,FALSE
1,11,29,12,0,FALSE
1,11,7,4,64440,TRUE
1,11,13,22,19,FALSE
1,10,27,11,23460,TRUE
1,11,5,12,1129,TRUE
2,11,29,5,84,FALSE
1,11,8,14,0,FALSE
1,10,26,8,0,FALSE
1,11,14,18,41,FALSE
3,11,28,5,0,FALSE
3,11,14,6,0,FALSE
1,11,4,1,16383,TRUE
1,11,27,17,11006,TRUE
1,11,4,22,0,FALSE
1,11,3,14,0,FALSE
1,11,12,0,0,FALSE
1,11,16,22,67,TRUE
3,11,23,19,25,FALSE
2,11,10,8,121,TRUE
2,11,9,18,3553,TRUE
1,11,12,12,4517,TRUE
3,11,28,18,0,FALSE
3,11,15,8,0,FALSE
1,11,9,7,0,FALSE
2,11,10,12,0,FALSE
1,11,11,17,126,TRUE
1,11,16,22,538,TRUE
1,10,28,19,0,FALSE
3,11,12,17,59,FALSE
3,11,24,12,0,FALSE
3,11,29,20,0,FALSE
1,10,28,12,1428,TRUE
3,11,19,16,2508,TRUE
3,11,12,17,0,FALSE
1,11,3,21,1107,TRUE
1,11,17,14,0,FALSE
1,11,15,14,9960,TRUE
2,11,15,22,0,FALSE
3,11,16,19,0,FALSE
1,11,10,17,0,FALSE
1,11,13,10,0,FALSE
1,11,10,16,4568,TRUE
3,11,19,13,92,TRUE
1,11,2,8,0,FALSE
2,11,8,15,1390,TRUE
2,11,28,15,0,FALSE
1,11,7,16,0,FALSE
1,11,10,12,4142,TRUE
2,11,9,15,37,FALSE
1,11,8,15,0,FALSE
3,11,10,8,174,TRUE
3,11,4,18,761,TRUE
1,10,28,20,0,FALSE
3,11,6,18,0,FALSE
3,11,23,19,146,TRUE
1,11,8,17,0,FALSE
1,11,16,2,23225,TRUE
3,11,28,23,2447,TRUE
1,10,27,16,0,FALSE
1,10,27,19,156,TRUE
2,11,3,16,0,FALSE
1,11,9,6,0,FALSE
3,11,9,14,112,TRUE
3,11,23,21,0,FALSE
1,11,6,21,24,FALSE
3,11,17,10,0,FALSE
3,11,15,19,96,TRUE
1,11,19,16,0,FALSE
3,11,2,13,36,FALSE
1,11,24,15,0,FALSE
